80 638
12 790
55 69
919 337
200 411
33 966
51 513
780 356
71 802
219 231
562 471
141 162
299 856
31 248
371 392
804 863
967 242
3 945
159 781
214 905
342 996
299 153
76 875
164 252
230 928
17 879
753 878
159 254
571 950
232 538
877 920
634 126
118 93
364 430
481 407
48 912
980 421
65 646
66 187
509 418
793 901
265 303
130 850
423 262
483 266
713 539
55 62
53 673
919 664
302 535
922 478
170 330
483 293
192 428
629 591
157 903
980 573
184 420
19 852
79 810
291 327
312 622
617 573
190 737
270 898
635 413
119 277
196 832
839 354
290 129
164 333
63 965
164 936
117 515
6 890
164 870
266 10
812 689
18 231
73 844
148 915
676 184
293 266
612 805
115 559
215 942
753 538
15 350
17 298
257 218
837 4
68 348
837 405
22 5
42 470
9 927
575 182
66 553
196 848
9 908
292 3
28 636
509 330
371 865
164 130
621 38
257 27
23 648
454 990
23 703
143 278
826 507
240 192
56 709
893 682
826 317
175 408
355 222
36 881
265 829
351 737
812 119
876 207
66 747
264 370
38 151
621 595
292 486
284 996
32 890
29 443
876 176
780 457
138 142
294 626
300 338
611 710
371 113
207 816
73 41
75 652
239 595
634 184
18 245
170 937
588 302
79 95
171 599
793 805
81 732
355 601
128 689
815 522
212 53
647 450
239 181
815 728
634 669
623 253
621 772
9 660
728 91
38 808
137 653
90 818
332 41
780 23
87 813
179 721
11 597
893 327
12 1000
150 854
7 484
634 383
612 866
138 892
57 21
18 568
72 253
73 613
239 585
624 806
209 680
101 929
528 287
118 738
575 921
5 652
481 916
179 791
343 560
2 456
46 191
351 288
621 242
28 109
525 345
596 644
391 236
56 915
876 519
22 706
973 140
979 772
328 846
24 402
580 295
257 279
196 368
179 914
98 380
184 416
46 899
209 682
59 23
557 72
31 203
299 997
579 373
265 308
815 792
209 301
510 203
311 718
351 944
617 122
525 484
509 870
367 717
110 399
57 748
42 610
312 465
343 989
174 26
240 721
57 50
611 203
81 63
41 297
43 758
46 60
82 896
257 533
264 246
137 182
893 247
196 403
80 760
877 649
23 453
225 913
232 810
198 564
168 522
75 309
44 107
28 283
193 246
190 484
17 217
300 547
676 335
46 831
98 619
71 344
293 901
128 817
919 183
73 927
143 722
588 60
209 448
407 809
48 506
97 835
165 520
115 87
407 970
624 991
371 183
6 40
12 658
357 526
87 570
215 920
207 195
219 365
405 603
794 293
199 356
634 928
265 240
37 93
300 578
839 245
276 414
647 344
3 379
389 657
36 686
61 180
617 847
22 431
207 954
713 425
27 631
37 842
148 608
148 776
82 464
52 800
155 30
328 74
557 494
81 678
43 722
753 768
3 758
612 887
226 236
23 911
36 819
364 916
53 341
557 679
90 559
621 162
130 665
43 356
611 158
276 700
165 808
311 299
7 688
794 33
66 852
405 473
647 849
225 340
976 938
571 512
271 144
73 281
4 603
75 692
13 960
209 154
407 170
230 7
571 618
87 725
676 607
26 642
190 272
804 560
214 776
219 923
427 168
7 167
270 318
293 380
837 867
49 108
332 142
606 789
130 262
207 760
826 649
364 493
59 486
973 578
184 874
219 432
138 847
355 910
56 127
38 806
184 438
48 832
300 993
967 625
980 142
114 516
89 757
98 10
623 978
302 399
621 181
163 860
311 957
292 862
265 112
17 244
212 620
39 96
91 285
271 431
114 942
596 593
284 487
342 187
755 996
143 939
157 152
458 808
291 740
174 248
174 710
270 644
294 447
481 37
967 63
26 326
190 383
510 928
300 403
357 523
57 884
728 208
79 572
754 806
174 843
371 465
6 584
562 231
239 601
4 548
10 517
34 698
12 350
596 420
999 468
562 388
576 584
17 743
196 962
300 47
43 84
115 261
225 359
87 762
119 907
56 121
193 211
371 97
14 492
219 238
47 590
292 457
528 850
410 844
588 199
240 395
75 144
293 743
94 853
576 798
328 112
7 874
48 368
97 112
264 75
170 418
919 948
391 733
405 533
264 827
12 787
37 406
79 627
75 800
130 784
7 888
184 174
634 931
407 93
41 281
635 977
557 751
952 487
230 335
266 155
612 325
48 864
839 975
759 63
150 511
168 390
15 85
197 461
55 217
623 354
19 236
33 901
571 186
199 758
209 992
29 422
65 823
557 586
952 708
140 128
73 105
398 435
6 942
226 662
2 718
59 765
633 507
27 464
114 958
114 824
17 30
150 285
65 413
163 696
290 851
367 39
59 278
190 335
175 249
755 838
67 394
200 444
55 861
621 63
14 281
317 790
400 157
755 959
6 748
291 709
575 220
168 718
212 337
207 432
150 116
170 532
509 830
38 222
126 416
294 627
6 85
629 790
186 471
66 903
624 961
976 946
240 387
138 459
270 737
175 767
110 514
837 567
407 870
219 80
4 313
97 926
258 594
952 729
22 670
164 93
265 741
239 565
129 856
266 943
73 334
922 462
130 378
266 380
52 154
364 739
38 585
56 361
5 282
164 418
38 77
43 289
31 322
24 586
12 462
174 210
300 137
293 985
837 473
36 786
214 706
973 971
179 673
9 505
815 425
175 582
37 35
284 39
213 141
728 311
302 552
292 697
42 220
137 848
110 453
837 27
291 339
55 691
23 457
510 68
61 506
27 720
42 689
258 816
454 660
79 757
75 227
119 488
117 726
55 380
367 384
63 501
837 626
34 442
391 894
114 748
611 420
225 918
89 366
186 760
343 136
24 245
23 722
230 288
976 537
6 273
5 309
15 40
588 862
52 608
118 493
11 912
458 38
271 36
367 959
76 787
5 127
82 570
837 685
74 693
179 882
19 146
57 507
557 314
150 2
596 288
56 497
575 488
258 195
198 208
199 382
16 104
29 475
155 985
79 218
36 309
36 558
16 375
624 44
1 542
949 990
17 761
980 847
596 944
364 784
129 564
199 60
33 524
47 220
207 388
38 797
99 917
675 316
893 740
312 396
26 167
17 393
53 620
72 494
80 618
10 375
157 666
190 348
213 81
140 653
571 386
125 996
68 944
52 933
148 556
114 489
3 216
291 247
76 85
49 47
219 641
193 915
7 518
197 68
635 731
949 492
621 520
949 359
82 218
52 905
839 863
23 939
143 286
7 345
676 26
28 800
624 243
196 993
676 931
98 879
713 651
68 420
71 622
164 784
82 447
893 709
753 447
137 275
391 616
621 501
171 532
240 849
239 320
32 482
371 240
258 541
159 686
893 554
11 403
312 179
804 231
129 604
174 607
571 638
38 742
299 168
4 88
291 374
292 84
351 322
676 167
39 384
193 439
186 314
919 71
367 666
257 449
794 30
979 991
97 308
43 70
131 415
675 399
225 138
98 104
97 71
265 183
213 910
271 280
164 561
528 532
5 800
877 824
207 186
759 239
753 232
525 766
332 78
427 67
94 828
596 518
528 37
66 968
264 228
19 903
101 319
355 501
1 913
61 921
72 863
63 452
919 645
364 714
193 554
258 494
131 78
56 558
213 600
1 415
21 50
190 461
226 904
398 441
193 500
976 130
89 778
922 632
184 440
266 646
166 578
952 996
33 30
199 681
193 686
47 488
812 11
952 873
427 845
257 87
400 873
580 886
21 462
126 440
343 253
90 160
63 320
949 281
31 925
634 31
171 8
240 964
291 682
47 773
99 609
312 721
676 737
61 329
754 452
73 860
219 496
979 889
9 359
71 981
73 204
193 994
676 419
128 488
99 74
876 711
41 502
405 871
8 35
171 870
239 63
454 73
398 577
57 890
42 426
299 719
209 455
371 102
75 745
596 931
17 691
65 805
635 443
386 995
163 421
39 187
367 101
980 927
5 92
389 555
633 705
676 158
81 595
31 928
171 712
219 207
159 746
793 521
53 25
410 892
197 412
400 260
5 500
364 936
266 393
575 597
34 609
839 373
143 23
294 366
209 906
328 914
877 790
676 690
199 476
793 646
949 505
135 382
877 872
265 99
168 434
219 568
39 969
101 969
332 749
200 339
26 210
300 188
328 820
159 558
633 317
28 246
101 733
159 309
633 748
21 534
38 600
290 726
893 670
400 19
91 394
125 523
22 133
128 338
311 792
94 435
612 639
198 173
633 958
371 34
355 889
1 459
617 466
117 789
11 630
140 108
1 536
454 613
91 719
4 668
407 987
49 499
257 88
676 416
171 970
57 787
877 12
11 417
166 182
219 679
168 153
525 272
98 55
71 83
391 357
290 539
13 321
240 698
14 951
976 665
61 259
166 962
258 373
949 699
291 349
39 894
98 274
623 779
31 268
26 569
510 7
193 228
525 530
343 950
332 615
454 410
110 513
291 56
33 702
11 472
623 80
91 854
839 711
952 123
36 746
99 865
328 429
18 560
299 150
53 587
804 950
29 323
67 456
311 522
510 683
293 62
196 188
36 224
37 712
292 661
629 986
633 401
164 937
880 542
75 339
174 348
212 491
876 560
876 641
979 239
23 513
481 206
481 784
55 298
11 930
74 917
163 988
72 471
284 19
15 884
207 238
528 333
128 930
13 25
51 476
405 720
64 708
215 872
633 920
103 615
780 191
52 740
198 479
44 585
292 640
166 409
97 341
148 144
212 549
138 988
391 583
398 640
454 281
71 428
509 481
528 262
36 682
647 791
21 942
270 345
47 506
137 773
624 885
481 752
115 498
190 782
919 791
61 744
117 467
115 757
15 798
391 807
293 422
13 377
357 959
42 930
557 231
114 397
33 659
53 465
36 827
239 38
199 191
192 829
64 526
919 647
400 64
588 831
57 932
922 591
258 186
66 96
780 486
26 530
175 495
967 808
10 614
119 336
634 318
170 916
10 619
804 586
423 784
877 875
239 885
82 366
197 438
240 113
386 751
66 152
266 866
812 47
265 480
877 798
94 661
59 51
47 182
19 747
880 340
12 516
99 645
355 503
117 456
89 974
37 752
804 496
63 242
199 535
973 610
61 147
919 451
270 322
481 262
623 760
257 4
264 353
28 133
357 729
2 522
61 912
8 738
214 154
976 987
59 945
1 505
980 204
129 605
110 722
794 614
219 638
174 234
184 318
343 24
755 487
22 500
61 578
759 806
135 161
391 152
596 683
713 854
135 602
57 872
215 705
510 268
129 814
36 327
606 116
780 831
36 670
576 478
952 902
138 14
56 746
579 586
257 498
876 579
794 887
367 935
159 315
271 439
140 408
53 849
64 902
44 520
292 667
27 813
410 764
328 321
355 600
271 121
647 741
999 744
880 163
5 706
28 431
55 521
257 685
270 416
525 593
919 381
114 872
98 256
212 981
163 783
52 827
39 674
55 985
27 626
34 451
90 727
13 205
284 733
168 814
117 153
7 529
611 724
676 174
26 695
351 335
579 402
140 61
952 583
949 847
57 654
876 269
33 761
74 491
118 206
952 903
676 683
184 688
423 870
19 187
165 81
611 607
284 729
14 505
454 436
290 984
148 353
148 444
163 41
317 527
922 389
676 843
804 975
36 121
52 781
264 437
26 461
922 215
284 319
26 589
839 72
342 903
510 358
73 14
317 350
197 669
612 16
66 774
232 570
257 305
47 368
9 847
980 225
110 457
5 229
15 795
125 969
12 296
357 226
979 808
138 466
52 982
196 864
118 714
